,epic,expiry,name,forceOpenAllowed,stopsLimitsAllowed,lotSize,unit,type,controlledRiskAllowed,streamingPricesAvailable,marketId,currencies,sprintMarketsMinimumExpiryTime,sprintMarketsMaximumExpiryTime,marginDepositBands,marginFactor,marginFactorUnit,slippageFactor,limitedRiskPremium,openingHours,expiryDetails,rolloverDetails,newsCode,chartCode,country,valueOfOnePip,onePipMeans,contractSize,specialInfo,minStepDistance,minDealSize,minControlledRiskStopDistance,minNormalStopOrLimitDistance,maxStopOrLimitDistance,marketOrderPreference,trailingStopsPreference,marketStatus,netChange,percentageChange,updateTime,delayTime,bid,offer,high,low,binaryOdds,decimalPlacesFactor,scalingFactor,controlledRiskExtraSpread,file_name,spread,average,diff_high-low,percent_spread-hl
5092,KA.D.HGT.DAILY.IP,DFB,HgCapital Trust PLC,True,True,1.0,AMOUNT,SHARES,True,False,HGT-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 400, 'margin': 25, 'currency': 'GBP'}, {'min': 400, 'max': 1200, 'margin': 40, 'currency': 'GBP'}, {'min': 1200, 'max': 1800, 'margin': 60, 'currency': 'GBP'}, {'min': 1800, 'max': None, 'margin': 75, 'currency': 'GBP'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HGT.L,HGT,GB,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 7.5}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-1.75,-0.5,14:00:50,0,345.53,349.97,352.38,347.13,,2,1,0.0,HgCapital Trust PLC_5Min_ID_KA.D.HGT.DAILY.IP_ID_.csv,4.0,299.75,43.389999999999986,9.218713989398482
5093,AC.D.818HK.DAILY.IP,DFB,Hi Sun Technology China Ltd,True,True,1.0,AMOUNT,SHARES,True,False,818-HK,"[{'code': 'HKD', 'symbol': 'HK', 'baseExchangeRate': 10.8275, 'exchangeRate': 0.09, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 700, 'margin': 25, 'currency': 'HKD'}, {'min': 700, 'max': 4550, 'margin': 40, 'currency': 'HKD'}, {'min': 4550, 'max': 10150, 'margin': 60, 'currency': 'HKD'}, {'min': 10150, 'max': None, 'margin': 75, 'currency': 'HKD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T08:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,0818.HK,818,HK,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,-31.0,-12.7,08:10:00,0,212.5,213.5,246.6,209.5,,1,1,0.639,Hi Sun Technology China Ltd_5Min_ID_AC.D.818HK.DAILY.IP_ID_.csv,,,162.59999999999997,
5094,AG.D.HIPSP.DAILY.IP,DFB,Hi-P International Ltd,True,True,1.0,AMOUNT,SHARES,True,False,HIP-SG,"[{'code': 'SGD', 'symbol': 'SD', 'baseExchangeRate': 1.854145, 'exchangeRate': 0.45, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 1300, 'margin': 20, 'currency': 'SGD'}, {'min': 1300, 'max': 7800, 'margin': 25.05, 'currency': 'SGD'}, {'min': 7800, 'max': 26000, 'margin': 55.05, 'currency': 'SGD'}, {'min': 26000, 'max': None, 'margin': 75, 'currency': 'SGD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T09:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HIPI.SI,HIP,SG,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,-1.0,-0.5,09:05:00,0,198.2,199.8,200.8,198.2,,1,1,0.597,Hi-P International Ltd_5Min_ID_AG.D.HIPSP.DAILY.IP_ID_.csv,3.3999999999999773,171.0,31.899999999999977,10.658307210031284
5095,EJ.D.HIAGSW.DAILY.IP,DFB,Hiag Immobilien AG,True,True,1.0,AMOUNT,SHARES,True,False,HIAG-CH,"[{'code': 'CHF', 'symbol': 'SF', 'baseExchangeRate': 1.25197, 'exchangeRate': 0.6, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 35, 'currency': 'CHF'}, {'min': 10, 'max': 30, 'margin': 35, 'currency': 'CHF'}, {'min': 30, 'max': 35, 'margin': 59.85, 'currency': 'CHF'}, {'min': 35, 'max': None, 'margin': 75, 'currency': 'CHF'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:20'}]}","{'lastDealingDate': '2029-04-06T15:20', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HIAG.S,HIAG,CH,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,100.0,0.98,14:04:55,0,10224.0,10376.0,10376.0,10175.0,,2,1,30.9,Hiag Immobilien AG_5Min_ID_EJ.D.HIAGSW.DAILY.IP_ID_.csv,201.0,10125.5,1506.0,13.346613545816732
5096,UB.D.HIBB.DAILY.IP,DFB,Hibbett Sports Inc,True,True,1.0,AMOUNT,SHARES,True,False,HIBB-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3966205, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 150, 'margin': 20, 'currency': 'USD'}, {'min': 150, 'max': 900, 'margin': 26, 'currency': 'USD'}, {'min': 900, 'max': 3000, 'margin': 55, 'currency': 'USD'}, {'min': 3000, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HIBB.O,HIBB,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:59,0,6225.0,6225.0,,,,2,1,0.0,Hibbett Sports Inc_5Min_ID_UB.D.HIBB.DAILY.IP_ID_.csv,81.0,4576.5,2014.0,4.021847070506455
5097,EE.D.HBRNID.DAILY.IP,DFB,Hibernia REIT PLC (Euronext Dublin),True,True,1.0,AMOUNT,SHARES,True,False,HBRN-IE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.156215, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 450, 'margin': 25, 'currency': 'EUR'}, {'min': 450, 'max': 2925, 'margin': 40, 'currency': 'EUR'}, {'min': 2925, 'max': 8325, 'margin': 60, 'currency': 'EUR'}, {'min': 8325, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:28'}]}","{'lastDealingDate': '2029-04-06T15:28', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HBRN.I,HBRN,IE,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-1.0,-0.92,14:04:42,0,107.1,108.1,109.9,106.9,,1,1,0.323,Hibernia REIT PLC (Euronext Dublin)_5Min_ID_EE.D.HBRNID.DAILY.IP_ID_.csv,1.2000000000000028,117.9,10.600000000000009,11.32075471698115
5098,KA.D.HBRNLN.DAILY.IP,DFB,Hibernia REIT PLC (LSE),True,True,1.0,AMOUNT,SHARES,True,False,HBRN-UK,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.156215, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 450, 'margin': 25, 'currency': 'EUR'}, {'min': 450, 'max': 2925, 'margin': 40, 'currency': 'EUR'}, {'min': 2925, 'max': 8325, 'margin': 60, 'currency': 'EUR'}, {'min': 8325, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HBRN.L,HBRN,GB,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,ON_AUCTION,0.0,0.0,10:51:28,0,9176.0,9605.0,9604.5,84.7,,1,1,0.0,Hibernia REIT PLC (LSE)_5Min_ID_KA.D.HBRNLN.DAILY.IP_ID_.csv,1.6000000000000085,118.1,12.0,13.333333333333405
5099,KA.D.HICL.DAILY.IP,DFB,HICL Infrastructure Co Ltd,True,True,1.0,AMOUNT,SHARES,True,False,HICL-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 2750, 'margin': 20, 'currency': 'GBP'}, {'min': 2750, 'max': 8250, 'margin': 25.05, 'currency': 'GBP'}, {'min': 8250, 'max': 13750, 'margin': 55.05, 'currency': 'GBP'}, {'min': 13750, 'max': None, 'margin': 75, 'currency': 'GBP'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HICL.L,HICL,GB,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,1.4,0.83,13:41:31,0,169.36,170.74,171.23,168.18,,2,1,0.0,HICL Infrastructure Co Ltd_5Min_ID_KA.D.HICL.DAILY.IP_ID_.csv,1.460000000000008,172.89999999999998,16.159999999999997,9.034653465346585
5100,AC.D.1393HK.DAILY.IP,DFB,Hidili Industry International Development Ltd,True,True,1.0,AMOUNT,SHARES,True,False,1393-HK,"[{'code': 'HKD', 'symbol': 'HK', 'baseExchangeRate': 10.827695, 'exchangeRate': 0.09, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 4911, 'margin': 25, 'currency': 'HKD'}, {'min': 4911, 'max': 17188.5, 'margin': 40, 'currency': 'HKD'}, {'min': 17188.5, 'max': 19644, 'margin': 60, 'currency': 'HKD'}, {'min': 19644, 'max': None, 'margin': 75, 'currency': 'HKD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T08:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,1393.HK,1393,HK,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,-0.9,-3.67,08:10:00,0,23.541,23.659,24.862,23.444,,3,1,0.0708,Hidili Industry International Development Ltd_5Min_ID_AC.D.1393HK.DAILY.IP_ID_.csv,0.5129999999999946,22.700499999999998,8.479000000000003,6.0502417737940135
5101,KA.D.BABS.DAILY.IP,DFB,Highbridge Tactical Credit Fund Limited,True,True,1.0,AMOUNT,SHARES,True,False,BABS-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 49, 'margin': 25, 'currency': 'GBP'}, {'min': 49, 'max': 318.5, 'margin': 40, 'currency': 'GBP'}, {'min': 318.5, 'max': 980, 'margin': 60, 'currency': 'GBP'}, {'min': 980, 'max': None, 'margin': 75, 'currency': 'GBP'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HTCF.L,BABS,GB,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 7.5}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-0.5,-0.2,08:00:14,0,240.84,243.66,243.61,242.4,,2,1,0.0,Highbridge Tactical Credit Fund Limited_5Min_ID_KA.D.BABS.DAILY.IP_ID_.csv,,,14.969999999999999,
5102,EC.D.HCOFP.DAILY.IP,DFB,HighCo,True,True,1.0,AMOUNT,SHARES,True,False,HCO-FR,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.156215, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 21, 'margin': 25, 'currency': 'EUR'}, {'min': 21, 'max': 73.5, 'margin': 40, 'currency': 'EUR'}, {'min': 73.5, 'max': 84, 'margin': 60, 'currency': 'EUR'}, {'min': 84, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:25', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HIGH.PA,HCO,FR,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,1.0,0.19,14:02:31,0,530.7,539.3,541.4,528.7,,1,1,1.605,HighCo_5Min_ID_EC.D.HCOFP.DAILY.IP_ID_.csv,,,82.80000000000001,
5103,KC.D.HCFTLN.DAILY.IP,DFB,Highcroft Investments PLC,True,True,1.0,AMOUNT,SHARES,True,False,HCFT-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 11, 'margin': 25, 'currency': 'GBP'}, {'min': 11, 'max': 22, 'margin': 40, 'currency': 'GBP'}, {'min': 22, 'max': 33, 'margin': 60, 'currency': 'GBP'}, {'min': 33, 'max': None, 'margin': 75, 'currency': 'GBP'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 3, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HCFT.L,HCFT,GB,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,0.1,0.01,08:00:00,0,662.2,723.0,722.5,667.7,,1,1,0.0,Highcroft Investments PLC_5Min_ID_KC.D.HCFTLN.DAILY.IP_ID_.csv,63.39999999999998,680.0999999999999,49.89999999999998,127.05410821643288
5104,ED.D.HLGGY.DAILY.IP,DFB,Highlight Communications AG,True,True,1.0,AMOUNT,SHARES,True,False,HLG-DE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.15622, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 27, 'margin': 25, 'currency': 'EUR'}, {'min': 27, 'max': 81, 'margin': 40, 'currency': 'EUR'}, {'min': 81, 'max': 94.5, 'margin': 60, 'currency': 'EUR'}, {'min': 94.5, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HLGZ.DE,HLG,DE,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-1.99,-0.5,12:40:00,0,391.02,401.0,401.0,393.02,,2,1,2.772,Highlight Communications AG_5Min_ID_ED.D.HLGGY.DAILY.IP_ID_.csv,,,31.920000000000016,
5105,SA.D.BBGUS.DAILY.IP,DFB,HighPoint Resources Corporation,True,True,1.0,AMOUNT,SHARES,True,False,BBG-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3966335, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 8, 'margin': 20, 'currency': 'USD'}, {'min': 8, 'max': 48, 'margin': 25, 'currency': 'USD'}, {'min': 48, 'max': 160, 'margin': 55, 'currency': 'USD'}, {'min': 160, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HPR.N,BBG,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:05:12,0,1156.3,1159.7,,,,1,1,3.474,HighPoint Resources Corporation_5Min_ID_SA.D.BBGUS.DAILY.IP_ID_.csv,58.90000000000009,1319.55,481.20000000000005,12.240232751454714
5106,UB.D.HIHOUS.DAILY.IP,DFB,Highway Holdings Limited,True,True,1.0,AMOUNT,SHARES,True,False,HIHO-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396627, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 73, 'margin': 35, 'currency': 'USD'}, {'min': 73, 'max': 219, 'margin': 40, 'currency': 'USD'}, {'min': 219, 'max': 255.5, 'margin': 59.85, 'currency': 'USD'}, {'min': 255.5, 'max': None, 'margin': 75, 'currency': 'USD'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,HIHO.O,HIHO,US,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:59,0,555.0,555.0,,,,1,1,0.0,Highway Holdings Limited_5Min_ID_UB.D.HIHOUS.DAILY.IP_ID_.csv,,,210.0,
5107,SC.D.HIW.DAILY.IP,DFB,Highwoods Properties Inc,True,True,1.0,AMOUNT,SHARES,True,False,HIW-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396627, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 40, 'margin': 25, 'currency': 'USD'}, {'min': 40, 'max': 260, 'margin': 40, 'currency': 'USD'}, {'min': 260, 'max': 800, 'margin': 50, 'currency': 'USD'}, {'min': 800, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,HIW.N,HIW,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:06,0,4000.0,4008.0,,,,2,1,12.01,Highwoods Properties Inc_5Min_ID_SC.D.HIW.DAILY.IP_ID_.csv,44.0,3922.0,426.0,10.328638497652582
