,epic,expiry,name,forceOpenAllowed,stopsLimitsAllowed,lotSize,unit,type,controlledRiskAllowed,streamingPricesAvailable,marketId,currencies,sprintMarketsMinimumExpiryTime,sprintMarketsMaximumExpiryTime,marginDepositBands,marginFactor,marginFactorUnit,slippageFactor,limitedRiskPremium,openingHours,expiryDetails,rolloverDetails,newsCode,chartCode,country,valueOfOnePip,onePipMeans,contractSize,specialInfo,minStepDistance,minDealSize,minControlledRiskStopDistance,minNormalStopOrLimitDistance,maxStopOrLimitDistance,marketOrderPreference,trailingStopsPreference,marketStatus,netChange,percentageChange,updateTime,delayTime,bid,offer,high,low,binaryOdds,decimalPlacesFactor,scalingFactor,controlledRiskExtraSpread,file_name,spread,average,diff_high-low,percent_spread-hl
4014,SC.D.FBC.DAILY.IP,DFB,Flagstar Bancorp Inc,True,True,1.0,AMOUNT,SHARES,True,False,FBC-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3968655, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 20, 'margin': 20, 'currency': 'USD'}, {'min': 20, 'max': 100, 'margin': 25.05, 'currency': 'USD'}, {'min': 100, 'max': 400, 'margin': 55.05, 'currency': 'USD'}, {'min': 400, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FBC.N,FBC,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:14,0,4514.0,4522.0,,,,2,1,13.55,Flagstar Bancorp Inc_5Min_ID_SC.D.FBC.DAILY.IP_ID_.csv,32.0,3629.0,1179.0,2.7141645462256148
4015,SE.D.PFDUS.DAILY.IP,DFB,Flaherty & Crumrine Preferred Income Fund Inc,True,True,1.0,AMOUNT,SHARES,True,False,PFD-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3968655, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'USD'}, {'min': 10, 'max': 30, 'margin': 40, 'currency': 'USD'}, {'min': 30, 'max': 35, 'margin': 60, 'currency': 'USD'}, {'min': 35, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,PFD.N,PFD,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:12,0,1901.0,1907.0,,,,2,1,5.71,Flaherty & Crumrine Preferred Income Fund Inc_5Min_ID_SE.D.PFDUS.DAILY.IP_ID_.csv,30.0,1928.0,325.0,9.230769230769232
4016,SC.D.FFCUS.DAILY.IP,DFB,Flaherty & Crumrine Preferred Securities Income Fund Inc,True,True,1.0,AMOUNT,SHARES,True,False,FFC-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3968625, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'USD'}, {'min': 10, 'max': 60, 'margin': 40, 'currency': 'USD'}, {'min': 60, 'max': 105, 'margin': 60, 'currency': 'USD'}, {'min': 105, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,FFC.N,FFC,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:14,0,2253.0,2259.0,,,,2,1,6.77,Flaherty & Crumrine Preferred Securities Income Fund Inc_5Min_ID_SC.D.FFCUS.DAILY.IP_ID_.csv,16.0,2292.0,249.0,6.425702811244979
4017,AC.D.6865HK.DAILY.IP,DFB,Flat Glass Group Company Limited,True,True,1.0,AMOUNT,SHARES,True,False,6865-HK,"[{'code': 'HKD', 'symbol': 'HK', 'baseExchangeRate': 10.82935, 'exchangeRate': 0.09, 'isDefault': False}]",,,"[{'min': 0, 'max': 1500, 'margin': 20, 'currency': 'HKD'}, {'min': 1500, 'max': 9000, 'margin': 30, 'currency': 'HKD'}, {'min': 9000, 'max': 22500, 'margin': 60, 'currency': 'HKD'}, {'min': 22500, 'max': None, 'margin': 75, 'currency': 'HKD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T08:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,6865.HK,6865,HK,,,,"['Closing Only', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,-245.0,-6.77,08:10:00,0,3367.0,3383.0,3689.0,3312.0,,2,1,10.13,Flat Glass Group Company Limited_5Min_ID_AC.D.6865HK.DAILY.IP_ID_.csv,15.0,2032.5,2033.0,0.7378258730939499
4018,ED.D.FLAGY.DAILY.IP,DFB,Flatex AG,True,True,1.0,AMOUNT,SHARES,True,False,FLA-DE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.156165, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'EUR'}, {'min': 10, 'max': 60, 'margin': 40, 'currency': 'EUR'}, {'min': 60, 'max': 200, 'margin': 60, 'currency': 'EUR'}, {'min': 200, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FTKG.DE,FLAG,DE,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,75.0,0.84,14:00:39,0,8938.0,9012.0,9113.0,8758.0,,2,1,89.75,Flatex AG_5Min_ID_ED.D.FLAGY.DAILY.IP_ID_.csv,48.0,5450.0,4259.0,1.1270251232683728
4019,SC.D.FLTUS.DAILY.IP,DFB,FleetCor Technologies Inc,True,True,1.0,AMOUNT,SHARES,True,False,FLT-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3968605, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 20, 'currency': 'USD'}, {'min': 10, 'max': 60, 'margin': 20, 'currency': 'USD'}, {'min': 60, 'max': 435, 'margin': 40, 'currency': 'USD'}, {'min': 435, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FLT.N,FLT,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:03,0,27195.0,27203.0,,,,2,1,81.6,FleetCor Technologies Inc_5Min_ID_SC.D.FLTUS.DAILY.IP_ID_.csv,110.0,26354.0,4453.0,2.4702447788008084
4020,NZ.D.FBUNZ.DAILY.IP,DFB,Fletcher Building Limited (NZ),True,True,1.0,AMOUNT,SHARES,True,False,,"[{'code': 'NZD', 'symbol': 'NZ', 'baseExchangeRate': 1.9389, 'exchangeRate': 0.36, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 500, 'margin': 35, 'currency': 'NZD'}, {'min': 500, 'max': 3000, 'margin': 35, 'currency': 'NZD'}, {'min': 3000, 'max': 10000, 'margin': 54.95, 'currency': 'NZD'}, {'min': 10000, 'max': None, 'margin': 75, 'currency': 'NZD'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 0.3, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T04:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,FBU.NZ,FBU,,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.001,0.02,04:00:00,0,6.494,6.507,6.567,6.484,,3,100,1.95,Fletcher Building Limited (NZ)_5Min_ID_NZ.D.FBUNZ.DAILY.IP_ID_.csv,,,1.0890000000000004,
4021,KC.D.FLKLN.DAILY.IP,DFB,Fletcher King PLC,True,True,1.0,AMOUNT,SHARES,True,False,FLK-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 244, 'margin': 35, 'currency': 'GBP'}, {'min': 244, 'max': 488, 'margin': 35, 'currency': 'GBP'}, {'min': 488, 'max': 732, 'margin': 59.85, 'currency': 'GBP'}, {'min': 732, 'max': None, 'margin': 75, 'currency': 'GBP'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 3, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FCHK.L,FCHK,GB,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,0.02,0.06,08:00:00,0,29.68,38.15,38.13,29.9,,2,1,0.0,Fletcher King PLC_5Min_ID_KC.D.FLKLN.DAILY.IP_ID_.csv,5.259999999999998,37.510000000000005,4.980000000000004,105.62248995983923
4022,EL.D.FLNGNO.DAILY.IP,DFB,Flex LNG Limited,True,True,1.0,AMOUNT,SHARES,True,False,FLNG-NO,"[{'code': 'NOK', 'symbol': 'NK', 'baseExchangeRate': 11.839445, 'exchangeRate': 0.1, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 30, 'margin': 25, 'currency': 'NOK'}, {'min': 30, 'max': 210, 'margin': 40, 'currency': 'NOK'}, {'min': 210, 'max': 600, 'margin': 60, 'currency': 'NOK'}, {'min': 600, 'max': None, 'margin': 75, 'currency': 'NOK'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '15:20'}]}","{'lastDealingDate': '2029-04-06T14:20', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,FLNG.OL,FLNG,NO,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'PERCENTAGE', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-595.0,-7.36,14:03:08,0,7461.0,7509.0,7960.0,7436.0,,2,1,22.46,Flex LNG Limited_5Min_ID_EL.D.FLNGNO.DAILY.IP_ID_.csv,59.0,6807.5,2189.0,2.69529465509365
4023,SC.D.FLNGUS.DAILY.IP,DFB,Flex LNG Limited,True,True,1.0,AMOUNT,SHARES,True,False,FLNG-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396864, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'USD'}, {'min': 10, 'max': 60, 'margin': 40, 'currency': 'USD'}, {'min': 60, 'max': 80, 'margin': 75, 'currency': 'USD'}, {'min': 80, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,FLNG.K,FLNG,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:15,0,943.6,946.4,,,,1,1,2.835,Flex LNG Limited_5Min_ID_SC.D.FLNGUS.DAILY.IP_ID_.csv,,,305.5000000000001,
4024,SI.D.FSIUS.DAILY.IP,DFB,Flexible Solutions International Inc,True,True,1.0,AMOUNT,SHARES,True,False,FSI-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396769, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 49, 'margin': 25, 'currency': 'USD'}, {'min': 49, 'max': 98, 'margin': 40, 'currency': 'USD'}, {'min': 98, 'max': 122.5, 'margin': 60, 'currency': 'USD'}, {'min': 122.5, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FSI.A,FSI,US,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:15,0,411.0,413.0,,,,1,1,1.236,Flexible Solutions International Inc_5Min_ID_SI.D.FSIUS.DAILY.IP_ID_.csv,8.0,243.0,314.0,2.547770700636943
4025,EH.D.FLEXMSS.DAILY.IP,DFB,Flexion Mobile PLC,True,True,1.0,AMOUNT,SHARES,True,False,FLEXM-SE,"[{'code': 'SEK', 'symbol': 'SK', 'baseExchangeRate': 11.60907, 'exchangeRate': 0.08, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'SEK'}, {'min': 10, 'max': 60, 'margin': 40, 'currency': 'SEK'}, {'min': 60, 'max': 300, 'margin': 75, 'currency': 'SEK'}, {'min': 300, 'max': None, 'margin': 75, 'currency': 'SEK'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:25'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,FLEXM.ST,FLEXM,SE,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-157.5,-7.39,13:47:28,15,1965.1,1979.9,2155.4,1955.2,,1,1,5.903,Flexion Mobile PLC_5Min_ID_EH.D.FLEXMSS.DAILY.IP_ID_.csv,54.5,1902.55,623.4000000000001,8.742380494064804
4026,UB.D.FLXNUS.DAILY.IP,DFB,Flexion Therapeutics Inc,True,True,1.0,AMOUNT,SHARES,True,False,FLXN-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396753, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 150, 'margin': 25, 'currency': 'USD'}, {'min': 150, 'max': 900, 'margin': 40, 'currency': 'USD'}, {'min': 900, 'max': 3000, 'margin': 60, 'currency': 'USD'}, {'min': 3000, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FLXN.O,FLXN,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:59,0,1141.0,1141.0,,,,1,1,0.0,Flexion Therapeutics Inc_5Min_ID_UB.D.FLXNUS.DAILY.IP_ID_.csv,33.40000000000009,1120.0,276.5999999999999,12.075198843094759
4027,ER.D.FLEXO.DAILY.IP,DFB,Flexopack SA,True,True,1.0,AMOUNT,SHARES,True,False,FLEXO-GR,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.15611, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 15, 'margin': 25, 'currency': 'EUR'}, {'min': 15, 'max': 45, 'margin': 40, 'currency': 'EUR'}, {'min': 45, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:30', 'closeTime': '15:00'}]}","{'lastDealingDate': '2029-04-06T13:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,FLXr.AT,FLEXO,GR,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'POINTS', 'value': 10.0}","{'unit': 'PERCENTAGE', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-17.4,-1.93,09:24:18,0,858.5,906.8,907.1,893.5,,1,1,2.648,Flexopack SA_5Min_ID_ER.D.FLEXO.DAILY.IP_ID_.csv,28.5,902.55,104.20000000000005,27.351247600767742
4028,SI.D.ESGUS.MAR.IP,MAR-21,FlexShares STOXX US ESG Impact Index Fund,True,True,1.0,AMOUNT,SHARES,True,False,ESG-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396731, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'USD'}, {'min': 10, 'max': 60, 'margin': 40, 'currency': 'USD'}, {'min': 60, 'max': 100, 'margin': 75, 'currency': 'USD'}, {'min': 100, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2021-03-16T21:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}","{'lastRolloverTime': '2021-03-16T20:45', 'rolloverInfo': 'A quarterly shares bet rolled over to the next quarter usually expires basis the last traded price of the relevant exchange plus or minus half the IG spread. IG spread is charged on the opening of the new bet. There will be a fair value adjustment to the opening level to reflect an interest premium.'}",ESG.Z,ESG,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,01:00:00,0,9596.0,9663.0,,,,2,1,28.88,FlexShares STOXX US ESG Impact Index Fund_5Min_ID_SI.D.ESGUS.MAR.IP_ID_.csv,96.0,8889.0,781.0,12.291933418693981
